tree_id,dist,region,tree_type,diameter,tree_height,matched,dist_to_health,health_樹木狀況,health_健檢扣分,health_健檢關鍵因子,health_風險結果,health_樹冠頂梢枯死率,health_樹冠缺失率,lng,lat,is_protected,prot_id,prot_name,prot_sci,prot_diam_m,prot_circ_m,prot_loc,prot_mgr
NG0560061063,南港區,向陽路,樟樹,24.0,11.2,True,0.002752465951946,P,-22.0,,D級,13.0,38.0,121.59283662428764,25.05751161131492,False,,,,,,,
NG0560061065,南港區,向陽路,臺灣肖楠,10.0,7.6,True,0.0090063634702108,P,-26.0,,D級,13.0,33.0,121.59278025695706,25.057620262605003,False,,,,,,,
NG0560061067,南港區,向陽路,樟樹,25.0,10.9,True,0.0076814872803643,P,-23.0,,D級,3.0,23.0,121.5927421685772,25.05767593683471,False,,,,,,,
NG0560061072,南港區,向陽路,山櫻花,5.0,5.1,True,0.0058616073686,P,-19.0,,D級,3.0,23.0,121.59267875308043,25.057267131204483,False,,,,,,,
NG0560061073,南港區,向陽路,山櫻花,5.0,3.6,True,0.009676879150323,P,-26.0,,D級,13.0,28.0,121.59279148941629,25.057112031594208,False,,,,,,,
NG0560061074,南港區,向陽路,山櫻花,5.0,5.4,True,0.0046503247679384,P,-18.0,,D級,3.0,23.0,121.5927149540737,25.05727240353029,False,,,,,,,
NG0560061075,南港區,向陽路,黃連木,8.0,5.9,True,0.0042185285891296,P,-19.0,修枝或創傷後無法癒合產生腐朽,D級,18.0,33.0,121.59292046028256,25.0570764881026,False,,,,,,,
NG0560061076,南港區,向陽路,紫薇,11.9,6.6,True,0.0027299991452847,P,,,,13.0,23.0,121.59276136593124,25.05709274162705,False,,,,,,,
NG0560061077,南港區,向陽路,紫薇,6.0,5.6,True,0.005157328320401,P,,,,8.0,23.0,121.59285895579757,25.057023739272353,False,,,,,,,
NG0560091002-001,南港區,南港路三段,茄苳,4.0,2.9,True,0.006003394078906,P,-27.0,種植範圍土壤面積不足,D級,8.0,58.0,121.59280214846626,25.05423882708862,False,,,,,,,
NG0560091010,南港區,南港路三段,蓮霧,41.0,7.8,True,0.0072415014481387,P,-19.0,"種植範圍土壤面積不足
樹木主幹傾斜>30度且臨近園路、廣場或為行道樹
修枝或創傷後無法癒合產生腐朽",D級,8.0,43.0,121.59325326900074,25.054316382017813,False,,,,,,,
NG0560091011,南港區,南港路三段,榕樹,30.0,7.1,True,0.0098468759968221,P,-27.0,種植範圍土壤面積不足,D級,18.0,38.0,121.59328750828313,25.054346669625293,False,,,,,,,
NG0560091012,南港區,南港路二段,榕樹,71.0,8.1,True,0.0028198072162457,P,,,,33.0,43.0,121.59348481134153,25.0543830767336,False,,,,,,,
NG0560091013-001,南港區,南港路二段,茄苳,5.0,3.0,True,0.0066800478966518,,,,,,,121.59360314781166,25.054383145508215,False,,,,,,,
NG0560091015,南港區,南港路二段,茄苳,17.0,8.2,True,0.0015009724134246,P,,,,8.0,33.0,121.59372880738732,25.054401511761696,False,,,,,,,
NG0560091016,南港區,南港路二段,茄苳,29.0,9.8,True,0.0053485018329836,P,-27.0,種植範圍土壤面積不足,D級,8.0,33.0,121.59379375211444,25.05440739117163,False,,,,,,,
NG0560091017,南港區,南港路二段,茄苳,24.0,8.8,True,0.0074201866517488,P,-30.0,種植範圍土壤面積不足,D級,8.0,23.0,121.59386098196588,25.054414435056657,False,,,,,,,
NG0560091018,南港區,向陽路,榕樹,41.0,7.7,True,0.0041933864338037,P,-22.0,種植範圍土壤面積不足,D級,23.0,18.0,121.59420370175384,25.054352937823815,False,,,,,,,
NG0560091019,南港區,向陽路,榕樹,37.0,7.7,True,0.0011032158545535,P,-20.0,種植範圍土壤面積不足,D級,13.0,18.0,121.5942340037128,25.054286009367924,False,,,,,,,
NG0560091020,南港區,向陽路,榕樹,39.0,6.9,True,0.0124750790941981,P,-20.0,種植範圍土壤面積不足,D級,33.0,38.0,121.5942741784605,25.054211187040483,False,,,,,,,
NG0560091022,南港區,向陽路,榕樹,28.0,7.6,True,0.002116959915254,P,-30.0,種植範圍土壤面積不足,D級,3.0,33.0,121.59484150124918,25.053497419077832,False,,,,,,,
NG0560091023,南港區,向陽路,茄苳,10.0,7.0,True,0.0075584531848874,P,-21.0,種植範圍土壤面積不足,D級,3.0,33.0,121.59485472655116,25.05344491341072,False,,,,,,,
NG0560091024,南港區,向陽路,榕樹,24.4,7.8,True,4.1688850965968225,P,-26.0,種植範圍土壤面積不足,D級,3.0,18.0,121.5948629026516,25.053393511325027,False,,,,,,,
NG0560091025,南港區,向陽路,茄苳,21.0,8.8,True,0.0062418756519542,P,-18.0,種植範圍土壤面積不足,D級,3.0,13.0,121.5948959861008,25.05326644508966,False,,,,,,,
NG0560091026,南港區,向陽路,榕樹,45.0,12.4,True,0.0080626447695149,P,-23.0,種植範圍土壤面積不足,D級,3.0,38.0,121.59491806989922,25.053201264730006,False,,,,,,,
NG0560091027,南港區,向陽路,榕樹,16.0,5.3,True,0.0019068572134763,P,-26.0,種植範圍土壤面積不足,D級,3.0,58.0,121.59495201835864,25.053048104084528,False,,,,,,,
NG0560091028,南港區,向陽路,茄苳,10.0,6.7,True,0.0064905006283209,P,-23.0,種植範圍土壤面積不足,D級,3.0,18.0,121.59496931362756,25.05297644273434,False,,,,,,,
NG0560091029,南港區,向陽路,茄苳,38.0,8.8,True,0.0051781107132482,P,-21.0,種植範圍土壤面積不足,D級,3.0,23.0,121.59498303304584,25.052923664234353,False,,,,,,,
NG0560091030,南港區,向陽路,榕樹,26.0,7.6,True,0.0051632849436799,P,-27.0,"種植範圍土壤面積不足
修枝或創傷後無法癒合產生腐朽",D級,3.0,18.0,121.5949961915497,25.052857345973734,False,,,,,,,
NG0560091031-001,南港區,向陽路,茄苳,6.4,4.4,True,0.0054939008767966,P,,,,3.0,33.0,121.59501396529974,25.05278216177892,False,,,,,,,
NG0560091032-001,南港區,向陽路,茄苳,7.42,3.6,True,0.005195057223766,P,,,,3.0,33.0,121.59503034004884,25.05272512947457,False,,,,,,,
NG0560091033,南港區,向陽路,茄苳,40.0,9.1,True,0.0026380897773506,P,,,,3.0,18.0,121.59504402193154,25.05266458703466,False,,,,,,,
NG0560091035,南港區,向陽路,茄苳,45.0,7.5,True,0.0085199070743858,P,-25.0,"種植範圍土壤面積不足
整體樹型完全崩壞",D級,3.0,63.0,121.59514726354824,25.052227669380464,False,,,,,,,
NG0560091036,南港區,向陽路,茄苳,38.0,7.8,True,0.0076015972289717,P,-25.0,"種植範圍土壤面積不足
整體樹型完全崩壞",D級,3.0,73.0,121.59516323171977,25.05216856224719,False,,,,,,,
NG0560091037,南港區,向陽路,茄苳,45.0,10.8,True,0.0054044017633426,P,,,,3.0,23.0,121.59517538984768,25.05210035209399,False,,,,,,,
NG0560091039,南港區,向陽路,茄苳,41.0,10.0,True,0.0055509870550626,P,-24.0,種植範圍土壤面積不足,D級,3.0,43.0,121.5952068210018,25.051980153681605,False,,,,,,,
NG0560091040,南港區,向陽路,榕樹,24.0,8.3,True,0.0068169589882839,P,,,,3.0,58.0,121.59521927640444,25.051911942332488,False,,,,,,,
NG0560091041-001,南港區,向陽路,茄苳,14.0,4.9,True,4.346537885135006,P,-19.0,"種植範圍土壤面積不足
整體樹型完全崩壞
修枝或創傷後無法癒合產生腐朽",D級,3.0,53.0,121.59523867481292,25.05184487679936,False,,,,,,,
NG0560091042-001,南港區,向陽路,茄苳,6.0,6.5,True,0.0057251919464105,P,-26.0,種植範圍土壤面積不足,D級,3.0,8.0,121.59525494326174,25.05178640041159,False,,,,,,,
NG0560091043,南港區,昆陽街,垂榕,40.0,12.7,True,0.007698882875796,P,,,,3.0,23.0,121.59305554161136,25.052564655256628,False,,,,,,,
NG0560091049-001,南港區,向陽路,楓香,6.6,5.1,True,0.002099582307914,P,,,,98.0,98.0,121.59289459890256,25.052751726113307,False,,,,,,,
NG0560091050-001,南港區,昆陽街,流蘇,5.0,3.0,True,0.0049944666236883,,,,,,,121.59284406725264,25.05281629749875,False,,,,,,,
NG0560091052,南港區,昆陽街,垂榕,32.0,11.4,True,0.0075667439070077,P,,,,13.0,28.0,121.59281439488788,25.052849368153044,False,,,,,,,
NG0560091053-001,南港區,昆陽街,流蘇,4.0,4.9,True,0.0027663757110144,P,-20.0,種植範圍土壤面積不足,D級,8.0,33.0,121.59278578130257,25.052896518265857,False,,,,,,,
NG0560091054-001,南港區,昆陽街,流蘇,5.0,3.0,True,0.0022688481132938,,,,,,,121.59276476976228,25.05293758927038,False,,,,,,,
NG0560091058,南港區,昆陽街,垂榕,64.0,13.8,True,0.0021542241982126,P,,,,8.0,8.0,121.59267569770748,25.053252119335717,False,,,,,,,
NG0560091059-001,南港區,昆陽街,流蘇,4.2,3.6,True,0.0027030861282978,P,,,,8.0,48.0,121.5930595956959,25.05260391089761,False,,,,,,,
NG0560091060-001,南港區,昆陽街,流蘇,4.0,3.1,True,0.0046502230147471,P,,,,8.0,48.0,121.59303665002962,25.052634336615196,False,,,,,,,
NG0560091061-001,南港區,昆陽街,流蘇,5.39,2.6,True,0.0023577368007076,P,,,,8.0,38.0,121.59301092982648,25.052664863686683,False,,,,,,,
NG0560091064-001,南港區,向陽路,楓香,3.8,2.5,True,0.0071640538750961,P,,,,13.0,73.0,121.59291577045464,25.052785135504656,False,,,,,,,
NG0560091066-001,南港區,昆陽街,流蘇,4.8,3.5,True,0.0026672280107489,P,,,,8.0,33.0,121.592851455705,25.052848227151003,False,,,,,,,
NG0560091070-001,南港區,昆陽街,流蘇,6.0,5.2,True,0.0066527329223175,P,-28.0,種植範圍土壤面積不足,D級,8.0,33.0,121.59281276528829,25.05302569162002,False,,,,,,,
NG0560091072,南港區,南港路三段,茄苳,6.0,8.8,True,0.0073149155428304,P,-28.0,種植範圍土壤面積不足,D級,13.0,23.0,121.59272452827057,25.054214490418108,False,,,,,,,
NG0560091073,南港區,南港路三段,紫薇,6.0,5.4,True,0.0041206403402942,P,-30.0,種植範圍土壤面積不足,D級,13.0,38.0,121.59269586768818,25.05421072275024,False,,,,,,,
NG0570010001,南港區,中坡北路,光蠟樹,4.6,4.5,True,0.002559386328516,P,,,,18.0,53.0,121.58064367863663,25.047384212455633,False,,,,,,,
NG0570010004,南港區,中坡北路,光蠟樹,4.8,6.2,True,0.0026798265413428,P,,,,58.0,83.0,121.58035867389653,25.047787795543755,False,,,,,,,
NG0570010005,南港區,中坡北路,光蠟樹,5.8,4.2,True,0.0019980922210664,P,,,,73.0,78.0,121.580322811552,25.04783271465093,False,,,,,,,
NG0570010006,南港區,中坡北路,光蠟樹,5.0,5.2,True,0.0073432921805831,P,,,,13.0,58.0,121.58018024247212,25.048073146166523,False,,,,,,,
NG0570011001,南港區,中坡北路,光蠟樹,6.0,6.5,True,0.0069309161875214,P,-21.0,,D級,0.0,3.0,121.57971090700272,25.050142937754114,False,,,,,,,
NG0570011002,南港區,中坡北路,光蠟樹,6.0,5.7,True,0.007436353202137,P,-20.0,,D級,18.0,33.0,121.57974812838408,25.05009178415565,False,,,,,,,
NG0570011003,南港區,中坡北路,光蠟樹,6.0,5.3,True,0.0065364690503584,P,-20.0,,D級,18.0,48.0,121.5797898416797,25.050047474313025,False,,,,,,,
NG0570011004,南港區,中坡北路,光蠟樹,6.0,4.4,True,0.0074923242490357,P,-19.0,,D級,18.0,58.0,121.57988551358127,25.049970633500813,False,,,,,,,
NG0570011005,南港區,中坡北路,光蠟樹,6.0,5.1,True,0.0086632859213921,P,-21.0,,D級,38.0,68.0,121.5799311062737,25.049929378002545,False,,,,,,,
NG0570011006,南港區,中坡北路,光蠟樹,6.0,5.0,True,0.006021159794721,P,-20.0,,D級,18.0,58.0,121.57997025889324,25.04988850875598,False,,,,,,,
NG0570011007,南港區,中坡北路,光蠟樹,6.0,6.1,True,0.0055080762831299,P,-20.0,,D級,23.0,38.0,121.58004224575768,25.04979090558362,False,,,,,,,
NG0570011008,南港區,中坡北路,光蠟樹,6.0,5.6,True,0.0027120269486231,P,-19.0,,D級,33.0,43.0,121.58006251126082,25.04973792223149,False,,,,,,,
NG0570011015,南港區,中坡北路,光蠟樹,6.0,4.5,True,0.0052739793408204,P,-25.0,,D級,23.0,68.0,121.58066355607956,25.04630212581034,False,,,,,,,
NG0570011016,南港區,中坡北路,光蠟樹,6.0,4.3,True,0.000980339248352426,P,-22.0,,D級,43.0,73.0,121.5806644922946,25.046248405390543,False,,,,,,,
NG0570011017,南港區,中坡北路,光蠟樹,6.0,6.5,True,0.0032509441529778,P,-18.0,,D級,0.0,68.0,121.58066466840886,25.045633505757905,False,,,,,,,
NG0570011022,南港區,中坡北路,日日櫻,6.0,3.7,True,0.0041100955748872,P,-18.0,,D級,13.0,63.0,121.58012103603558,25.049075217298324,False,,,,,,,
NG0574011001,南港區,中坡北路,光蠟樹,8.0,5.1,True,0.0087211635170391,P,-22.0,,D級,13.0,23.0,121.58020166245906,25.048012845578633,False,,,,,,,
NG0574011002,南港區,中坡北路,光蠟樹,6.0,4.4,True,0.0053537556510088,P,-20.0,,D級,18.0,23.0,121.58022117941566,25.04796934454765,False,,,,,,,
NG0574011003,南港區,中坡北路,光蠟樹,6.0,4.3,True,0.0026677642030564,P,-17.0,,D級,23.0,18.0,121.58024891716144,25.047924818320883,False,,,,,,,
NG0574011004,南港區,中坡北路,光蠟樹,9.0,5.1,True,0.0062012660111312,P,-24.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,3.0,121.58028349335687,25.04788035565664,False,,,,,,,
NG0574011005,南港區,中坡北路,光蠟樹,8.0,4.1,True,0.0082068833846801,P,-22.0,修枝或創傷後無法癒合產生腐朽,D級,18.0,18.0,121.58065463262888,25.047332258492577,False,,,,,,,
NG0574011006,南港區,中坡北路,光蠟樹,6.0,4.4,True,0.0048782869073472,P,-18.0,,D級,13.0,23.0,121.58066084801962,25.04728420510154,False,,,,,,,
NG0574011007,南港區,中坡北路,光蠟樹,5.0,6.3,True,0.01271926404017,P,-23.0,,D級,0.0,23.0,121.58066137804774,25.047228409830403,False,,,,,,,
NG0574011008,南港區,中坡北路,光蠟樹,5.0,4.6,True,0.0099922809551546,P,-19.0,,D級,28.0,23.0,121.58066321513108,25.04715554648099,False,,,,,,,
NG0574011009,南港區,中坡北路,光蠟樹,5.0,4.3,True,0.0099677552900409,P,-23.0,,D級,8.0,18.0,121.58066377747532,25.04710661238233,False,,,,,,,
NG0574011010,南港區,中坡北路,光蠟樹,7.0,7.1,True,0.0040772917323631,P,-18.0,,D級,8.0,18.0,121.58066351851868,25.047051632716155,False,,,,,,,
NG0574011011,南港區,中坡北路,光蠟樹,5.0,6.0,True,0.0097142797758413,P,-20.0,,D級,23.0,18.0,121.58066407448496,25.047001344437852,False,,,,,,,
NG0574011012,南港區,中坡北路,光蠟樹,6.0,4.9,True,0.0074306139732449,P,-17.0,,D級,3.0,18.0,121.58066385124742,25.046953948173265,False,,,,,,,
NG0574011013,南港區,中坡北路,光蠟樹,6.0,5.8,True,0.0064986502028582,P,-19.0,,D級,13.0,23.0,121.5806647054654,25.04618845845781,False,,,,,,,
NG0574011014,南港區,中坡北路,光蠟樹,5.0,5.5,True,0.0042672476807394,P,-22.0,,D級,3.0,28.0,121.58066528029104,25.046036965915217,False,,,,,,,
NG0574011015-001,南港區,中坡北路,光蠟樹,4.0,6.2,True,0.0068304016715587,P,-23.0,,D級,3.0,18.0,121.58066414900024,25.045986142543356,False,,,,,,,
NG0574011016-001,南港區,中坡北路,光蠟樹,4.0,5.4,True,0.0043345317650546,P,-20.0,,D級,3.0,23.0,121.5806657414721,25.045945510195978,False,,,,,,,
NG0574011017,南港區,中坡北路,光蠟樹,7.0,4.2,True,0.0071818873059897,P,-21.0,,D級,3.0,18.0,121.58066433541656,25.04589947275198,False,,,,,,,
NG0574011018,南港區,中坡北路,光蠟樹,5.0,5.8,True,0.0107937770917972,P,-23.0,修枝或創傷後無法癒合產生腐朽,D級,3.0,33.0,121.58066213485804,25.045853077291945,False,,,,,,,
NG0580110003,南港區,南港路一段,烏桕,19.1,6.8,True,0.007516189314108,P,,,,13.0,68.0,121.61947058109644,25.054605134365993,False,,,,,,,
NG0580111001,南港區,南港路一段,羅比親王海棗,8.0,3.2,True,0.0017521736976307,P,-16.0,,D級,0.0,53.0,121.6136780149009,25.055192708123172,False,,,,,,,
NG0580111002,南港區,南港路一段,羅比親王海棗,8.0,3.1,True,0.0036381946519272,P,-18.0,,D級,0.0,58.0,121.61371289125344,25.05519066813576,False,,,,,,,
NG0580161001-001,南港區,南港路一段,楓香,4.0,6.4,True,0.0091825105226043,P,-19.0,,D級,3.0,43.0,121.61934060899432,25.0545970998304,False,,,,,,,
NG0580161006,南港區,南港路一段,臺灣欒樹,6.0,7.8,True,0.0028313802959578,P,-25.0,,D級,0.0,18.0,121.61985332728992,25.0546224059519,False,,,,,,,
NG0580161007,南港區,南港路一段,臺灣欒樹,7.0,3.3,True,0.0053650714370071,P,,,,3.0,43.0,121.61989098333086,25.054621345993613,False,,,,,,,
NG0580161009,南港區,南港路一段,臺灣欒樹,7.0,3.6,True,0.010291516783001,P,-29.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,48.0,121.62009676900294,25.05462843157836,False,,,,,,,
NG0580161011,南港區,南港路一段,臺灣欒樹,7.0,6.4,True,0.0046934302929535,P,,,,0.0,8.0,121.62021670639696,25.05463154196913,False,,,,,,,
NG0580161014,南港區,南港路一段,臺灣欒樹,5.0,7.1,True,0.0054770837230062,P,-23.0,,D級,0.0,8.0,121.62036094586398,25.05463870362638,False,,,,,,,
NG0580161015,南港區,南港路一段,臺灣欒樹,8.0,7.3,True,0.0075618937321036,P,-26.0,,D級,0.0,13.0,121.62042156510893,25.054651360418177,False,,,,,,,
NG0580161016,南港區,南港路一段,臺灣欒樹,7.0,7.5,True,0.0055024889253085,P,,,,0.0,13.0,121.62049157676886,25.054679144943,False,,,,,,,
NG0580161017,南港區,南港路一段,臺灣欒樹,9.0,9.2,True,0.0066322052605674,P,-27.0,,D級,0.0,8.0,121.6205664587933,25.054690026772715,False,,,,,,,
NG0580161018,南港區,南港路一段,烏桕,27.0,9.7,True,0.0044783443151591,P,-25.0,,D級,13.0,43.0,121.6197705422428,25.054616612405816,False,,,,,,,
NG0580161019,南港區,南港路一段,烏桕,6.0,4.9,True,0.0032109246093737,P,-30.0,,D級,3.0,48.0,121.61971136867818,25.05461550512325,False,,,,,,,
NG0580161020,南港區,南港路一段,阿勃勒,19.0,4.2,True,0.0042872198614724,P,,,,23.0,78.0,121.61958795802664,25.054611506015696,False,,,,,,,
NG0580161021-001,南港區,南港路一段,樟樹,13.0,8.6,True,0.0049556881872882,P,,,,0.0,18.0,121.61938214063512,25.054598100274266,False,,,,,,,
NG0580161022,南港區,南港路一段,樟樹,16.0,10.3,True,0.0012028340658326,P,,,,0.0,23.0,121.61964426747856,25.054614611451324,False,,,,,,,
NG0580161023,南港區,南港路一段,楓香,31.0,14.0,True,0.0039236742873011,P,,,,13.0,13.0,121.61953035247366,25.054606871209252,False,,,,,,,
NG0580161024,南港區,南港路一段,茄苳,29.0,10.0,True,0.0054323601252757,P,,,,0.0,28.0,121.62002303854284,25.05462973246939,False,,,,,,,
NG0580161025,南港區,南港路一段,烏桕,18.0,8.1,True,0.0020546521810725,P,,,,13.0,38.0,121.62015296891552,25.054629460843906,False,,,,,,,
NG0580161026,南港區,南港路一段,烏桕,40.0,11.5,True,0.005597487943538,P,,,,18.0,18.0,121.62031473937526,25.05463438263088,False,,,,,,,
NG0580241001,南港區,南港路二段,茄苳,32.0,7.0,True,0.0036383710509773,P,-30.0,種植範圍土壤面積不足,D級,0.0,23.0,121.59729391244984,25.054065369172985,False,,,,,,,
NG0580241002,南港區,南港路二段,茄苳,46.0,8.3,True,0.0005858370278218403,P,-23.0,"種植範圍土壤面積不足
盤根狀況嚴重",D級,0.0,33.0,121.59736989429184,25.054037799032752,False,,,,,,,
NG0580241003,南港區,南港路二段,茄苳,36.0,9.3,True,0.0068330722694694,P,,,,0.0,23.0,121.59744918513351,25.05401816018361,False,,,,,,,
NG0580241004,南港區,南港路二段,茄苳,32.0,9.2,True,0.0096738734990927,P,-27.0,種植範圍土壤面積不足,D級,0.0,8.0,121.59765800742656,25.053956922723025,False,,,,,,,
NG0580241005,南港區,南港路二段,茄苳,46.0,9.7,True,0.003686498794678,P,,,,0.0,13.0,121.59782566596552,25.053909212103058,False,,,,,,,
NG0580241006,南港區,南港路二段,茄苳,6.0,6.5,True,0.0066728393188763,P,-21.0,種植範圍土壤面積不足,D級,0.0,23.0,121.59773004280258,25.05393306976047,False,,,,,,,
NG0580261001,南港區,14號東新綠地,土肉桂,10.0,7.9,True,0.0043604711625233,,,,,0.0,0.0,121.59953393922618,25.05418192347992,False,,,,,,,
NG0580261002,南港區,東明街,茄苳,28.0,15.8,True,0.0039510639864494,P,-22.0,,D級,3.0,23.0,121.59953616686306,25.054232380994705,False,,,,,,,
NG0580261003,南港區,東明街,阿勃勒,36.0,17.9,True,0.0044310384946038,P,-23.0,修枝或創傷後無法癒合產生腐朽,D級,13.0,48.0,121.59956016009704,25.05425458329547,False,,,,,,,
NG0580261004,南港區,東明街,福木,4.0,5.5,True,0.0084324139822968,P,-19.0,,D級,0.0,3.0,121.59957322435076,25.054271232352917,False,,,,,,,
NG0580261005,南港區,東明街,福木,9.0,10.3,True,0.0067560935316863,P,-21.0,,D級,0.0,3.0,121.59957017926791,25.054276842003933,False,,,,,,,
NG0580261006,南港區,東明街,福木,3.0,3.8,True,0.0063429080557299,P,-19.0,,D級,0.0,3.0,121.5995647696737,25.0542853501592,False,,,,,,,
NG0580261007,南港區,東明街,福木,8.0,9.4,True,0.0054010186642235,P,-21.0,,D級,0.0,3.0,121.59955885268592,25.054291422803175,False,,,,,,,
NG0580261008,南港區,東明街,福木,13.0,11.9,True,0.0055555063945347,P,-11.0,,D級,0.0,3.0,121.59955701401344,25.05430054850295,False,,,,,,,
NG0580261009,南港區,東明街,福木,10.0,11.3,True,0.0039313382441105,P,-11.0,,D級,0.0,3.0,121.59955486396578,25.054306786500447,False,,,,,,,
NG0580261010,南港區,東明街,福木,19.0,12.5,True,0.0042897306929672,P,-15.0,,D級,0.0,3.0,121.5995554113253,25.054317437327946,False,,,,,,,
NG0580261011,南港區,東明街,樟樹,36.0,17.0,True,0.0114941349589058,P,-28.0,,D級,23.0,63.0,121.59950976504862,25.05430588518669,False,,,,,,,
NG0580261012,南港區,東明街,樟樹,33.0,16.1,True,0.0045185059122279,P,-24.0,,D級,18.0,43.0,121.59947792773876,25.05426033202472,False,,,,,,,
NG0580261013,南港區,東明街,馬拉巴栗,7.0,3.9,True,0.0029712014152882,P,-21.0,,D級,3.0,93.0,121.59948668355776,25.054226622252784,False,,,,,,,
NG0580261014,南港區,東明街,臺灣欒樹,34.0,12.2,True,0.0038974963375138,P,-28.0,修枝或創傷後無法癒合產生腐朽,D級,3.0,38.0,121.59957967656716,25.053947372027825,False,,,,,,,
NG0580261015,南港區,東明街,楓香,34.0,16.4,True,0.0047469512062067,P,-20.0,,D級,3.0,18.0,121.59958748800904,25.05400475856032,False,,,,,,,
NG0580261016,南港區,東明街,楓香,8.0,11.4,True,0.0103364994220621,P,-20.0,,D級,3.0,68.0,121.59958912146192,25.054055308753885,False,,,,,,,
NG0580261017,南港區,東明街,楓香,39.0,20.9,True,0.0005723869068202618,P,-21.0,,D級,3.0,3.0,121.59958860427888,25.054091603392695,False,,,,,,,
NG0580261018,南港區,東明街,臺灣欒樹,20.0,15.0,True,0.0025758060648051,P,-23.0,,D級,3.0,38.0,121.59959627913788,25.054120913402052,False,,,,,,,
NG0580261019,南港區,東明街,黑板樹,42.0,20.3,True,0.002669996753217,P,-22.0,,D級,3.0,38.0,121.59956079379631,25.05414037656729,False,,,,,,,
NG0580261020,南港區,東明街,黑板樹,46.0,16.8,True,0.0104781780328856,P,-18.0,,D級,3.0,33.0,121.59957188703504,25.05417969385592,False,,,,,,,
NG0580261021,南港區,東明街,茄苳,32.0,16.2,True,0.0024279901616816,P,-22.0,,D級,3.0,23.0,121.59960838265944,25.05420491519752,False,,,,,,,
NG0580261022,南港區,東明街,大花紫薇,23.0,14.8,True,0.0086604581046204,P,-24.0,修枝或創傷後無法癒合產生腐朽,D級,3.0,98.0,121.59966456602872,25.05424332819869,False,,,,,,,
NG0580261023,南港區,東明街,榕樹,26.0,11.5,True,0.0084496521024833,P,-18.0,,D級,0.0,83.0,121.59974680736858,25.054361624013193,False,,,,,,,
NG0580261024,南港區,東明街,大花紫薇,25.0,14.5,True,0.0012698913788673,P,-17.0,,D級,0.0,98.0,121.59978119698113,25.05440211112977,False,,,,,,,
NG0580261025,南港區,東明街,臺灣欒樹,23.0,12.2,True,0.0039504088059448,P,-21.0,,D級,23.0,28.0,121.5998203345262,25.054440683183785,False,,,,,,,
NG0580261026,南港區,東明街,黑板樹,39.0,15.6,True,0.0045672638378017,P,-15.0,,D級,0.0,13.0,121.599754603981,25.054415941073064,False,,,,,,,
NG0580261027,南港區,東明街,大花紫薇,22.0,11.6,True,0.0040318452142575,P,-15.0,,D級,0.0,93.0,121.5997380397504,25.054392896287368,False,,,,,,,
NG0580261028,南港區,東明街,阿勃勒,26.0,12.5,True,0.0071092441179274,P,-26.0,,D級,0.0,33.0,121.59967254909444,25.05441744603603,False,,,,,,,
NG0580261029,南港區,東明街,阿勃勒,20.0,13.6,True,0.0014301831301303,P,-27.0,,D級,0.0,38.0,121.59965709350496,25.05439818852377,False,,,,,,,
NG0580261030,南港區,東明街,福木,7.0,6.6,True,0.0043679726338241,P,-18.0,,D級,0.0,3.0,121.5996521423809,25.054378708039383,False,,,,,,,
NG0580261031,南港區,東明街,福木,7.0,6.6,True,0.0046251644818277,P,-20.0,,D級,0.0,3.0,121.59963224032796,25.054382580149632,False,,,,,,,
NG0580261032,南港區,東明街,福木,11.0,12.4,True,0.0046311091217145,P,-21.0,,D級,0.0,3.0,121.59962490421547,25.05438215836748,False,,,,,,,
NG0580261033,南港區,東明街,福木,8.0,6.1,True,0.004723708251768,P,-21.0,,D級,0.0,3.0,121.59961915469316,25.05438191073956,False,,,,,,,
NG0580261034,南港區,14號東新綠地,雀榕,43.0,13.1,True,0.0040793878944508,,,,,0.0,0.0,121.59962937314158,25.054424752472677,False,,,,,,,
NG0580261035,南港區,東明街,榕樹,58.0,12.5,True,0.0071270782492022,P,,,,0.0,28.0,121.59967823877976,25.054446132094725,False,,,,,,,
NG0580261036,南港區,東明街,榕樹,43.0,13.8,True,0.0071483222898757,P,,,,0.0,33.0,121.5997046295406,25.05447220672906,False,,,,,,,
NG0580261037,南港區,東明街,樟樹,33.0,13.5,True,0.0054208951268475,P,,,,8.0,33.0,121.59973879591506,25.054507548797673,False,,,,,,,
NG0580261038,南港區,東明街,樟樹,34.0,13.3,True,0.0010661130120549,P,-25.0,,D級,23.0,43.0,121.59976521042692,25.05453849844312,False,,,,,,,
NG0580261039,南港區,東明街,福木,9.0,9.0,True,0.0028337693846226,P,-23.0,,D級,0.0,3.0,121.59979368140536,25.05454398082736,False,,,,,,,
NG0580261040,南港區,東明街,福木,13.0,10.3,True,0.0115885611671345,P,-19.0,,D級,0.0,3.0,121.59979720444473,25.05453475804304,False,,,,,,,
NG0580261041,南港區,東明街,福木,11.0,9.4,True,0.0080113386997486,P,-20.0,,D級,0.0,3.0,121.5998002319481,25.054525537259806,False,,,,,,,
NG0580261042,南港區,東明街,福木,8.0,9.9,True,0.0095463183221451,P,-22.0,,D級,0.0,3.0,121.59980494602895,25.05451667078524,False,,,,,,,
NG0580261043,南港區,東明街,福木,10.0,10.2,True,0.0050098375913236,P,-20.0,,D級,0.0,3.0,121.59981025035772,25.05450689912711,False,,,,,,,
